tripid,userid,name,trippointid,lat,lon,speed,recordedtimestamp,sequence,enginerpm,shorttermfuelbank,longtermfuelbank,throttleposition,relativethrottleposition,runtime,distancewithmil,engineload,mafflowrate,outsidetemperature,enginefuelrate


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,54af617f-67da-4805-962f-36e49ec45263,47.650822359793246,-122.13672973477929,80,2018-03-14T00:07:52.3291380Z,375,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,c79d723a-c904-44e8-898b-eb9ef3263dd0,47.651032217491732,-122.1368180184264,-255,2018-03-14T00:07:53.3191220Z,377,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,a85a0da1-562c-4e21-83c3-baa5f1659768,47.651032217491732,-122.1368180184264,22,2018-03-14T00:07:53.2917910Z,376,-255,-255,-255,794,10,0,10,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,3cfe458a-bff0-4d04-90fe-01759107a388,47.6512383931574,-122.13691872010301,-255,2018-03-14T00:07:54.2899020Z,378,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,959a6547-feea-46c7-a6c4-db23d7fbb3dc,47.6512383931574,-122.13691872010301,-255,2018-03-14T00:07:54.3220610Z,379,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,0f2f3d8b-d2f4-45ea-89d3-cf2af81265d4,47.651438387262232,-122.13702086302121,-255,2018-03-14T00:07:55.2764000Z,380,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,8d914b70-5e69-459e-bbf1-1b01091bcffd,47.651438387262232,-122.13702086302121,-255,2018-03-14T00:07:55.3050440Z,381,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,a036d63a-7b35-4e26-ac73-f2698e4fa508,47.651636581425009,-122.13709632278723,-255,2018-03-14T00:07:56.2871970Z,382,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,0cd6f52e-1d92-433e-b6d2-8e552f7e0f7a,47.651636581425009,-122.13709632278723,-255,2018-03-14T00:07:56.3151430Z,383,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ae35510f-68ec-4780-a60c-4ae6d9130a54,47.651833128002394,-122.13715084793085,-255,2018-03-14T00:07:57.2475420Z,384,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,09913b82-af73-4535-9d8b-7014fee782c2,47.651833128002394,-122.13715084793085,-255,2018-03-14T00:07:57.2732890Z,385,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,6fad5aca-f2a7-4c7d-9829-e5a129084537,47.652039165429052,-122.13720597596054,-255,2018-03-14T00:07:58.2856530Z,386,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,773f94e1-d9b4-4742-b3df-ce5446dfbbb3,47.652039165429052,-122.13720597596054,-255,2018-03-14T00:07:58.3131110Z,387,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,215b2633-a66e-41bf-92d6-df896d0372f8,47.652240649057283,-122.13724615309926,-255,2018-03-14T00:07:59.2903720Z,388,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,a1d37536-d279-4167-83fc-f48ef44a2ac9,47.652240649057283,-122.13724615309926,-255,2018-03-14T00:07:59.3156050Z,389,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,798b4ee2-af3a-48b3-9dfa-4ee582a92249,47.652436299998115,-122.13728649881935,-255,2018-03-14T00:08:00.2978780Z,390,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,998ecb8d-8a0e-41bf-a75a-5ddd5de63011,47.652436299998115,-122.13728649881935,-255,2018-03-14T00:08:00.3261650Z,391,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,f28a6e65-3b6e-4e92-a27b-7d832e32ed05,47.652633207065136,-122.13734972151691,-255,2018-03-14T00:08:01.2942210Z,392,78,-3,1422,-255,-255,-255,-255,3,11,,6


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,39e7cd69-a0c4-4e58-8c88-55a895453575,47.652633207065136,-122.13734972151691,78,2018-03-14T00:08:01.3224790Z,393,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,43cf5e7c-845c-4384-975e-52d1835b85d4,47.652826691468057,-122.13744534133565,17,2018-03-14T00:08:02.2863880Z,394,-255,-255,-255,803,10,0,6,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,28b846de-7c4b-40ae-a24b-7b7e7aa6c668,47.652826691468057,-122.13744534133565,-255,2018-03-14T00:08:02.3135470Z,395,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,abdb0017-78c2-4301-8941-5b796e428f87,47.653030900525373,-122.1374935098352,-255,2018-03-14T00:08:03.2883630Z,396,-255,-255,-255,-255,-255,-255,-255,14,14,,5


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,dee77ba7-8145-4ff0-bfb6-f8c7fd5978b7,47.653030900525373,-122.1374935098352,-255,2018-03-14T00:08:03.3216130Z,397,-255,-255,-255,-255,-255,-255,-255,3,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,cdafdbc5-bcad-4973-9a04-c6fdebb8b09f,47.653240795466331,-122.1375316345725,-255,2018-03-14T00:08:04.2863450Z,398,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,3ab98142-e43e-42b3-822e-42f7526c3c1f,47.653240795466331,-122.1375316345725,-255,2018-03-14T00:08:04.3153590Z,399,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ec2e59d0-6df2-450e-b6b8-09ee129d5307,47.653446956683716,-122.13749807644676,-255,2018-03-14T00:08:05.2963980Z,400,-255,-2,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,53aa6276-f817-48e7-b65b-73e7c03892d0,47.653446956683716,-122.13749807644676,-255,2018-03-14T00:08:05.3227070Z,401,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,b98266af-523b-4fe2-92f2-328be6b9ed31,47.653633307141078,-122.13747816874438,-255,2018-03-14T00:08:06.3127210Z,403,-255,-255,-255,-255,-255,-7,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,e053e666-0ba4-4616-b30f-172a90570fc5,47.653633307141078,-122.13747816874438,12,2018-03-14T00:08:06.2836960Z,402,6,808,-255,2,-255,-255,-255,18,78,,1422


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,28e001b7-b56b-4e2c-8098-6c40cc7b0929,47.653836383969889,-122.13749305671205,10,2018-03-14T00:08:07.2877050Z,404,7,-255,0,-255,78,-255,1428,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,3592b667-2d2e-4f91-bcbe-b0e788ad2f1d,47.653836383969889,-122.13749305671205,-255,2018-03-14T00:08:07.3250620Z,405,-255,-255,-255,-255,-255,-255,-255,-255,-255,,809


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,422a06ee-68dd-4c31-9f44-281a25693587,47.654031223180006,-122.13752757548981,-255,2018-03-14T00:08:08.3032480Z,406,-255,10,-255,-255,34,5,13,7,0,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,41b4ef50-0e58-45bb-9e28-378fa4addecf,47.654031223180006,-122.13752757548981,-255,2018-03-14T00:08:08.3316670Z,407,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,982dc8f8-59e3-451a-8238-2be1cc837dba,47.654226349515206,-122.13755368603341,-255,2018-03-14T00:08:09.2927880Z,408,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,1ecc6f00-715c-47cc-bf11-0ab0e4909802,47.654226349515206,-122.13755368603341,-255,2018-03-14T00:08:09.3182710Z,409,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,9ed84b96-411f-4353-8ecf-80a0e4bd05e2,47.654420708442196,-122.13758372221469,13,2018-03-14T00:08:10.2827220Z,410,6,812,-255,34,-255,-255,-255,17,77,,1413


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,c7b6e6f5-e5e0-4bc8-adf4-6e4494188433,47.654420708442196,-122.13758372221469,-255,2018-03-14T00:08:10.3163020Z,411,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,dca1d9fa-0b14-45d2-b145-6de5118751b6,47.6546217102595,-122.13760405068575,10,2018-03-14T00:08:11.3040160Z,412,7,-255,0,-255,77,-7,1407,-255,-255,,813


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,39512021-ca9a-4792-88e2-2e2819d0cf8c,47.6546217102595,-122.13760405068575,-255,2018-03-14T00:08:11.3323690Z,413,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,18143bab-f3c7-4f9b-8caf-01bac7fd9cff,47.654788539749525,-122.1376306957042,-255,2018-03-14T00:08:12.3147070Z,414,-255,10,-255,-255,-3,7,21,14,0,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,f492dcd3-576c-4518-bf4c-c7ecbca62522,47.654788539749525,-122.1376306957042,-255,2018-03-14T00:08:12.3417340Z,415,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,4ed36f9d-abec-4e13-a3bc-9b137e368d36,47.654944626270641,-122.13766763096388,-255,2018-03-14T00:08:13.3296830Z,417,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,3cc73c5a-ad53-43f8-8ecf-0804ad197c2f,47.654944626270641,-122.13766763096388,-255,2018-03-14T00:08:13.2992120Z,416,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,e21e8a9a-d02e-4a4f-9055-71ce72aafd20,47.655114029554262,-122.13772685536721,-255,2018-03-14T00:08:14.3089900Z,418,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,d9a58a6d-f0c8-422e-961a-315818a87ca8,47.655114029554262,-122.13772685536721,-255,2018-03-14T00:08:14.3343270Z,419,-255,-255,-255,-255,-255,-255,-255,-255,-255,,1410


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,0f3f0ecb-19fa-4dc1-ad3a-7ae137b0a9b2,47.655311096796225,-122.13770104750036,13,2018-03-14T00:08:15.3017600Z,420,7,817,0,1,77,-7,1403,17,77,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ee6b3868-1824-4ec6-a74a-6e8ad7222829,47.655311096796225,-122.13770104750036,-255,2018-03-14T00:08:15.3300670Z,421,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ea075733-e99b-4459-95e2-61591ca0d953,47.655499772970281,-122.13762739056726,-255,2018-03-14T00:08:16.3272070Z,423,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ab15233e-0760-4384-acba-3b27477cbc30,47.655499772970281,-122.13762739056726,10,2018-03-14T00:08:16.2995030Z,422,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,6e2a88dd-7228-455c-b7cc-496bdfe12517,47.655680118597765,-122.13755123575255,-255,2018-03-14T00:08:17.2974710Z,424,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,2272d10b-abd7-4ffb-9cdf-d6c2ae7549a0,47.655680118597765,-122.13755123575255,-255,2018-03-14T00:08:17.3282970Z,425,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,1763cf40-265b-472f-ad04-34b94336f4b2,47.655873442942642,-122.137496769004,-255,2018-03-14T00:08:18.2988940Z,426,-255,10,-255,-255,0,6,14,7,0,,820


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,da0dbb37-b0a9-4eba-ad0e-6f4ceeac86ee,47.655873442942642,-122.137496769004,-255,2018-03-14T00:08:18.3240660Z,427,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,bd46fb75-b51b-4024-9f5e-8a55cdeaea35,47.656067759826847,-122.13742910222237,14,2018-03-14T00:08:19.3064560Z,428,6,-255,-255,-255,-255,-255,-255,17,75,,1375


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,a3baa1ab-5f16-4271-a3d5-ad9d7661ef09,47.656067759826847,-122.13742910222237,-255,2018-03-14T00:08:19.3355240Z,429,-255,-255,-255,34,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,c4c34fc8-0cc7-4b9b-a9bc-d6730b042c50,47.656285011365014,-122.13739769121121,10,2018-03-14T00:08:20.3136920Z,430,7,821,0,-255,73,-7,1334,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,29bf479d-874f-45fe-9710-0ffebf602cac,47.656285011365014,-122.13739769121121,-255,2018-03-14T00:08:20.3388900Z,431,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,e8a876ed-2777-49d7-b49e-282747321ec3,47.656489037648683,-122.13737186056821,-255,2018-03-14T00:08:21.3056120Z,432,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,520d410b-e42e-4aff-abc0-b6b21e2d43f9,47.656489037648683,-122.13737186056821,-255,2018-03-14T00:08:21.3367620Z,433,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,31b344a5-21cb-4130-8444-145004a0970d,47.656693008476772,-122.13732015852396,-255,2018-03-14T00:08:22.3170610Z,434,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,29c1edf2-d171-499f-a9df-1e1bda1886e6,47.656693008476772,-122.13732015852396,-255,2018-03-14T00:08:22.3423660Z,435,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,72535bb3-1afe-423b-8e06-8780300026a4,47.656883030497,-122.13726280050022,-255,2018-03-14T00:08:23.3060550Z,436,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ce798fc8-61dc-4df2-b43a-869659fe4389,47.656883030497,-122.13726280050022,-255,2018-03-14T00:08:23.3356960Z,437,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,9b86e1c0-bd6f-4740-8df0-668ac455fc57,47.6570291617902,-122.137206850179,-255,2018-03-14T00:08:24.2967890Z,438,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,8098a211-0889-4d72-992d-0ab5ab0be6a9,47.6570291617902,-122.137206850179,-255,2018-03-14T00:08:24.3252560Z,439,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,60128f49-f98e-4e45-9c56-f1aff1eb6dce,47.6571738683692,-122.13713313872618,-255,2018-03-14T00:08:25.3039560Z,440,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,dcd00421-acb9-4080-a9b2-0831bba676cc,47.6571738683692,-122.13713313872618,-255,2018-03-14T00:08:25.3317950Z,441,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,aaac7d38-d8a3-4370-b478-0994af3aaeae,47.657316928313591,-122.13705359131275,-255,2018-03-14T00:08:26.3131930Z,442,-255,-255,-255,-255,-255,10,30,-255,0,,828


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,dc21620c-255f-4341-9df4-e36ae2297de2,47.657316928313591,-122.13705359131275,-255,2018-03-14T00:08:26.3389110Z,443,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,da64f7de-1146-4e13-b856-ee2ba77d3bc5,47.65745399038245,-122.13695616463752,-255,2018-03-14T00:08:27.2748620Z,444,-255,10,-255,-255,2,-255,-255,12,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,eaa57baf-888f-4575-9b48-2b1c8b48f562,47.65745399038245,-122.13695616463752,-255,2018-03-14T00:08:27.3016050Z,445,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,2b60dfd6-a5f7-43a5-b6a8-56470f455d0e,47.657595429242576,-122.136852452593,46,2018-03-14T00:08:28.3013980Z,446,16,830,0,-1,-255,-4,1228,29,66,,1199


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,6b478794-6532-45b6-a36e-eb544374e065,47.657595429242576,-122.136852452593,-255,2018-03-14T00:08:28.3389510Z,447,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,7ac294e5-e86f-4594-b3b8-4f17fb0580d0,47.657735958389495,-122.13674681335627,10,2018-03-14T00:08:29.3131000Z,448,18,-255,-255,-255,67,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,05d4a174-8a62-4f7a-a877-093027e03605,47.657735958389495,-122.13674681335627,-255,2018-03-14T00:08:29.3404920Z,449,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,db3829d3-0fd4-482d-82bc-d4c5d641ffea,47.657869685062522,-122.13663279531593,-255,2018-03-14T00:08:30.3097760Z,450,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,4616d7c0-9e92-44a0-b918-8b085a39b4f2,47.657869685062522,-122.13663279531593,-255,2018-03-14T00:08:30.3352370Z,451,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ce702c64-241a-4a20-b00f-25fc4834fec6,47.658009529097292,-122.13650311865345,-255,2018-03-14T00:08:31.3027480Z,452,-255,-255,-255,-255,-255,-255,-255,-255,-255,,833


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,5c18ee68-271b-40e8-9cbb-6897378a198e,47.658009529097292,-122.13650311865345,-255,2018-03-14T00:08:31.3289620Z,453,-255,-255,-255,-255,-255,6,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,765d1839-b5b7-48bd-8a9e-d0f2873d9291,47.6581522668998,-122.13638277580591,-255,2018-03-14T00:08:32.2863190Z,455,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,4035f821-5d71-410c-a892-a14155fe0548,47.6581522668998,-122.13638277580591,-255,2018-03-14T00:08:32.2611080Z,454,-255,10,-255,-255,1,-255,18,7,0,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,e405aa9f-0a11-4c34-9133-bea8e9f1ad4f,47.6583235625229,-122.13630613181643,-255,2018-03-14T00:08:33.3268460Z,457,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,6622d6ad-95d5-4593-be81-9fdd79b831ba,47.6583235625229,-122.13630613181643,-255,2018-03-14T00:08:33.2996800Z,456,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,1113f32a-39b5-42a1-9579-c8ba12e06bd6,47.658511424686921,-122.13624016641609,12,2018-03-14T00:08:34.3016960Z,458,4,836,-255,0,-255,-7,-255,14,65,,1217


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,11f9ac77-3e05-44d6-9601-e4becd5c182a,47.658511424686921,-122.13624016641609,-255,2018-03-14T00:08:34.3325240Z,459,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,87598b69-c1ba-4724-ac84-11f73f85dd2d,47.658685345500437,-122.13616156778551,-255,2018-03-14T00:08:35.3066050Z,460,-255,-255,0,-255,1138,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,1f215652-4647-4536-a6e2-c7f09e6f6e55,47.658685345500437,-122.13616156778551,-255,2018-03-14T00:08:35.3317870Z,461,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,b9539ce5-ff5c-436c-bf80-ccd01350ec55,47.658836339545587,-122.13608572085838,-255,2018-03-14T00:08:36.2945230Z,462,-255,-255,-255,-255,4,-255,10,-255,10,,0


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,ac516fdf-d77e-4337-b4df-baea54bdd21b,47.658836339545587,-122.13608572085838,-255,2018-03-14T00:08:36.3218350Z,463,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


51903dcd-e9b2-4efb-a357-b11d6d8fe927,MicrosoftAccount:cd3744e78c2d3d2d,,fbbffbf3-aaf2-4c92-aeaf-508940bab4b7,47.658978700605225,-122.13600380829018,-255,2018-03-14T00:08:37.3150510Z,465,-255,-255,-255,-255,-255,-255,-255,-255,-255,,-255


